Geneid	9-FC
ENSRNOG00000046319	0
ENSRNOG00000047964	0
ENSRNOG00000050370	0
ENSRNOG00000032365	0
ENSRNOG00000040300	0
ENSRNOG00000058808	0
ENSRNOG00000061316	4
ENSRNOG00000050129	0
ENSRNOG00000040316	0
ENSRNOG00000023659	0
ENSRNOG00000029897	0
ENSRNOG00000042852	0
ENSRNOG00000061806	0
ENSRNOG00000055877	0
ENSRNOG00000014303	3645
ENSRNOG00000051899	0
ENSRNOG00000014330	2596
ENSRNOG00000049505	69
ENSRNOG00000014916	628
ENSRNOG00000014996	153
ENSRNOG00000015239	137
ENSRNOG00000055508	0
ENSRNOG00000053710	1
ENSRNOG00000015552	591
ENSRNOG00000016041	0
ENSRNOG00000016054	805
ENSRNOG00000016381	156
ENSRNOG00000054005	0
ENSRNOG00000059137	0
ENSRNOG00000013160	1034
ENSRNOG00000052788	0
ENSRNOG00000023549	175
ENSRNOG00000031859	0
ENSRNOG00000013351	3252
ENSRNOG00000061755	0
ENSRNOG00000053182	0
ENSRNOG00000042741	12
ENSRNOG00000014258	37
ENSRNOG00000057302	0
ENSRNOG00000014290	679
ENSRNOG00000041566	0
ENSRNOG00000014431	1
ENSRNOG00000014450	864
ENSRNOG00000014852	195
ENSRNOG00000052274	0
ENSRNOG00000040242	91
ENSRNOG00000054906	0
ENSRNOG00000058048	0
ENSRNOG00000051844	0
ENSRNOG00000053880	0
ENSRNOG00000011058	1283
ENSRNOG00000014902	9
ENSRNOG00000014908	375
ENSRNOG00000036310	0
ENSRNOG00000025587	28
ENSRNOG00000042705	0
ENSRNOG00000043188	0
ENSRNOG00000015217	279
ENSRNOG00000015473	59
ENSRNOG00000015551	283
ENSRNOG00000015660	268
ENSRNOG00000046983	86
ENSRNOG00000016624	0
ENSRNOG00000010753	619
ENSRNOG00000011015	5764
ENSRNOG00000011399	0
ENSRNOG00000011411	161
ENSRNOG00000011540	732
ENSRNOG00000012092	1
ENSRNOG00000012103	23
ENSRNOG00000059930	0
ENSRNOG00000059032	0
ENSRNOG00000056005	0
ENSRNOG00000055342	0
ENSRNOG00000047798	0
ENSRNOG00000059769	0
ENSRNOG00000047193	0
ENSRNOG00000060990	0
ENSRNOG00000058425	7
ENSRNOG00000055421	0
ENSRNOG00000052007	0
ENSRNOG00000061685	0
ENSRNOG00000047746	21
ENSRNOG00000055836	0
ENSRNOG00000060657	0
ENSRNOG00000059898	2
ENSRNOG00000055789	1
ENSRNOG00000062232	0
ENSRNOG00000055660	0
ENSRNOG00000060284	0
ENSRNOG00000056019	0
ENSRNOG00000059861	0
ENSRNOG00000056940	343
ENSRNOG00000055972	0
ENSRNOG00000060021	5
ENSRNOG00000060610	0
ENSRNOG00000060972	770
ENSRNOG00000051450	156
ENSRNOG00000059224	360
ENSRNOG00000055142	1
ENSRNOG00000052189	1
ENSRNOG00000053331	1
ENSRNOG00000053347	238
ENSRNOG00000059393	0
ENSRNOG00000060603	226
ENSRNOG00000053735	23
ENSRNOG00000053184	0
ENSRNOG00000011460	1128
ENSRNOG00000025799	0
ENSRNOG00000011994	41
ENSRNOG00000049517	164
ENSRNOG00000058088	0
ENSRNOG00000054373	0
ENSRNOG00000012057	0
ENSRNOG00000053291	0
ENSRNOG00000012074	429
ENSRNOG00000012259	7
ENSRNOG00000012286	0
ENSRNOG00000057719	0
ENSRNOG00000012311	52
ENSRNOG00000012322	59
ENSRNOG00000031700	532
ENSRNOG00000054452	0
ENSRNOG00000012701	840
ENSRNOG00000053505	0
ENSRNOG00000058050	1852
ENSRNOG00000013436	234
ENSRNOG00000058518	0
ENSRNOG00000053617	0
ENSRNOG00000013969	1202
ENSRNOG00000055858	7
ENSRNOG00000014531	1334
ENSRNOG00000014907	3
ENSRNOG00000052464	0
ENSRNOG00000058612	0
ENSRNOG00000048762	0
ENSRNOG00000058363	0
ENSRNOG00000014979	2
ENSRNOG00000055971	0
ENSRNOG00000047605	1673
ENSRNOG00000046617	22
ENSRNOG00000047754	0
ENSRNOG00000028519	0
ENSRNOG00000011134	156
ENSRNOG00000046438	0
ENSRNOG00000057281	0
ENSRNOG00000058772	0
ENSRNOG00000011245	100
ENSRNOG00000030796	0
ENSRNOG00000051380	2
ENSRNOG00000011720	309
ENSRNOG00000033517	33
ENSRNOG00000039955	1
ENSRNOG00000050801	0
ENSRNOG00000049569	0
ENSRNOG00000047783	339
ENSRNOG00000011855	0
ENSRNOG00000053931	0
ENSRNOG00000026462	7
ENSRNOG00000056218	1
ENSRNOG00000047821	0
ENSRNOG00000012346	1371
ENSRNOG00000013202	220
ENSRNOG00000055111	10
ENSRNOG00000054921	0
ENSRNOG00000053999	0
ENSRNOG00000052696	0
ENSRNOG00000013304	26
ENSRNOG00000013422	601
ENSRNOG00000013791	14
ENSRNOG00000053913	0
ENSRNOG00000013994	81
ENSRNOG00000015036	127
ENSRNOG00000015321	261
ENSRNOG00000015670	529
ENSRNOG00000026096	0
ENSRNOG00000056705	0
ENSRNOG00000048934	0
ENSRNOG00000030414	0
ENSRNOG00000039872	0
ENSRNOG00000048072	0
ENSRNOG00000052726	0
ENSRNOG00000048265	0
ENSRNOG00000046903	0
ENSRNOG00000045914	0
ENSRNOG00000047825	0
ENSRNOG00000046302	0
ENSRNOG00000016095	0
ENSRNOG00000016089	0
ENSRNOG00000039869	0
ENSRNOG00000029877	0
ENSRNOG00000025982	0
ENSRNOG00000025951	0
ENSRNOG00000016073	0
ENSRNOG00000016219	9
ENSRNOG00000039865	1
ENSRNOG00000016371	209
ENSRNOG00000060376	12
ENSRNOG00000016411	743
ENSRNOG00000057952	3
ENSRNOG00000061678	3
ENSRNOG00000054517	6
ENSRNOG00000016627	94
ENSRNOG00000048248	0
ENSRNOG00000016700	0
ENSRNOG00000011114	676
ENSRNOG00000011161	154
ENSRNOG00000051597	0
ENSRNOG00000057722	1
ENSRNOG00000011815	567
ENSRNOG00000059690	1
ENSRNOG00000051379	0
ENSRNOG00000059251	2
ENSRNOG00000061761	0
ENSRNOG00000056881	0
ENSRNOG00000055637	0
ENSRNOG00000058047	2
ENSRNOG00000052999	10
ENSRNOG00000048976	2
ENSRNOG00000048796	1
ENSRNOG00000054246	14
ENSRNOG00000012122	488
ENSRNOG00000062105	0
ENSRNOG00000062163	0
ENSRNOG00000062138	1
ENSRNOG00000012609	22
ENSRNOG00000058582	0
ENSRNOG00000029608	424
ENSRNOG00000052712	0
ENSRNOG00000057890	0
ENSRNOG00000056670	1
ENSRNOG00000013323	174
ENSRNOG00000021478	247
ENSRNOG00000021442	112
ENSRNOG00000013364	114
ENSRNOG00000014004	1558
ENSRNOG00000014190	190
ENSRNOG00000014240	48
ENSRNOG00000042944	2
ENSRNOG00000060033	0
ENSRNOG00000050157	0
ENSRNOG00000056383	0
ENSRNOG00000061372	0
ENSRNOG00000056484	17
ENSRNOG00000011568	241
ENSRNOG00000011588	768
ENSRNOG00000011622	414
ENSRNOG00000054753	1
ENSRNOG00000042309	1825
ENSRNOG00000012324	1418
ENSRNOG00000061741	16
ENSRNOG00000054845	0
ENSRNOG00000023407	10
ENSRNOG00000023387	0
ENSRNOG00000012581	0
ENSRNOG00000039788	0
ENSRNOG00000051400	0
ENSRNOG00000039783	30
ENSRNOG00000028357	68
ENSRNOG00000012775	419
ENSRNOG00000013331	4562
ENSRNOG00000014485	386
ENSRNOG00000014721	8
ENSRNOG00000039776	827
ENSRNOG00000015159	18
ENSRNOG00000015465	8
ENSRNOG00000028261	2461
ENSRNOG00000039743	2
ENSRNOG00000060926	0
ENSRNOG00000015676	581
ENSRNOG00000015810	23
ENSRNOG00000051415	0
ENSRNOG00000016103	188
ENSRNOG00000016372	135
ENSRNOG00000056712	0
