Geneid	8-FC
ENSRNOG00000046319	0
ENSRNOG00000047964	0
ENSRNOG00000050370	0
ENSRNOG00000032365	0
ENSRNOG00000040300	0
ENSRNOG00000058808	0
ENSRNOG00000061316	15
ENSRNOG00000050129	0
ENSRNOG00000040316	0
ENSRNOG00000023659	0
ENSRNOG00000029897	1
ENSRNOG00000042852	0
ENSRNOG00000061806	0
ENSRNOG00000055877	0
ENSRNOG00000014303	4112
ENSRNOG00000051899	1
ENSRNOG00000014330	3113
ENSRNOG00000049505	88
ENSRNOG00000014916	809
ENSRNOG00000014996	160
ENSRNOG00000015239	177
ENSRNOG00000055508	2
ENSRNOG00000053710	0
ENSRNOG00000015552	622
ENSRNOG00000016041	1
ENSRNOG00000016054	982
ENSRNOG00000016381	148
ENSRNOG00000054005	0
ENSRNOG00000059137	0
ENSRNOG00000013160	1529
ENSRNOG00000052788	0
ENSRNOG00000023549	173
ENSRNOG00000031859	0
ENSRNOG00000013351	3460
ENSRNOG00000061755	1
ENSRNOG00000053182	0
ENSRNOG00000042741	4
ENSRNOG00000014258	29
ENSRNOG00000057302	0
ENSRNOG00000014290	678
ENSRNOG00000041566	0
ENSRNOG00000014431	4
ENSRNOG00000014450	1044
ENSRNOG00000014852	158
ENSRNOG00000052274	0
ENSRNOG00000040242	106
ENSRNOG00000054906	0
ENSRNOG00000058048	0
ENSRNOG00000051844	0
ENSRNOG00000053880	0
ENSRNOG00000011058	1923
ENSRNOG00000014902	13
ENSRNOG00000014908	421
ENSRNOG00000036310	0
ENSRNOG00000025587	17
ENSRNOG00000042705	2
ENSRNOG00000043188	0
ENSRNOG00000015217	325
ENSRNOG00000015473	69
ENSRNOG00000015551	340
ENSRNOG00000015660	295
ENSRNOG00000046983	94
ENSRNOG00000016624	1
ENSRNOG00000010753	630
ENSRNOG00000011015	6813
ENSRNOG00000011399	0
ENSRNOG00000011411	254
ENSRNOG00000011540	1000
ENSRNOG00000012092	0
ENSRNOG00000012103	20
ENSRNOG00000059930	0
ENSRNOG00000059032	0
ENSRNOG00000056005	0
ENSRNOG00000055342	0
ENSRNOG00000047798	0
ENSRNOG00000059769	0
ENSRNOG00000047193	0
ENSRNOG00000060990	1
ENSRNOG00000058425	8
ENSRNOG00000055421	0
ENSRNOG00000052007	0
ENSRNOG00000061685	0
ENSRNOG00000047746	27
ENSRNOG00000055836	0
ENSRNOG00000060657	0
ENSRNOG00000059898	0
ENSRNOG00000055789	7
ENSRNOG00000062232	0
ENSRNOG00000055660	0
ENSRNOG00000060284	0
ENSRNOG00000056019	0
ENSRNOG00000059861	1
ENSRNOG00000056940	607
ENSRNOG00000055972	0
ENSRNOG00000060021	14
ENSRNOG00000060610	2
ENSRNOG00000060972	859
ENSRNOG00000051450	211
ENSRNOG00000059224	432
ENSRNOG00000055142	2
ENSRNOG00000052189	0
ENSRNOG00000053331	2
ENSRNOG00000053347	300
ENSRNOG00000059393	0
ENSRNOG00000060603	311
ENSRNOG00000053735	128
ENSRNOG00000053184	0
ENSRNOG00000011460	1579
ENSRNOG00000025799	0
ENSRNOG00000011994	66
ENSRNOG00000049517	109
ENSRNOG00000058088	0
ENSRNOG00000054373	0
ENSRNOG00000012057	0
ENSRNOG00000053291	1
ENSRNOG00000012074	581
ENSRNOG00000012259	4
ENSRNOG00000012286	0
ENSRNOG00000057719	0
ENSRNOG00000012311	56
ENSRNOG00000012322	112
ENSRNOG00000031700	570
ENSRNOG00000054452	0
ENSRNOG00000012701	1376
ENSRNOG00000053505	0
ENSRNOG00000058050	2038
ENSRNOG00000013436	432
ENSRNOG00000058518	0
ENSRNOG00000053617	0
ENSRNOG00000013969	1514
ENSRNOG00000055858	9
ENSRNOG00000014531	1592
ENSRNOG00000014907	3
ENSRNOG00000052464	0
ENSRNOG00000058612	0
ENSRNOG00000048762	0
ENSRNOG00000058363	0
ENSRNOG00000014979	0
ENSRNOG00000055971	0
ENSRNOG00000047605	2133
ENSRNOG00000046617	21
ENSRNOG00000047754	1
ENSRNOG00000028519	0
ENSRNOG00000011134	225
ENSRNOG00000046438	0
ENSRNOG00000057281	0
ENSRNOG00000058772	0
ENSRNOG00000011245	135
ENSRNOG00000030796	0
ENSRNOG00000051380	2
ENSRNOG00000011720	268
ENSRNOG00000033517	37
ENSRNOG00000039955	0
ENSRNOG00000050801	2
ENSRNOG00000049569	0
ENSRNOG00000047783	369
ENSRNOG00000011855	0
ENSRNOG00000053931	2
ENSRNOG00000026462	5
ENSRNOG00000056218	1
ENSRNOG00000047821	0
ENSRNOG00000012346	2032
ENSRNOG00000013202	282
ENSRNOG00000055111	10
ENSRNOG00000054921	0
ENSRNOG00000053999	0
ENSRNOG00000052696	0
ENSRNOG00000013304	22
ENSRNOG00000013422	830
ENSRNOG00000013791	12
ENSRNOG00000053913	0
ENSRNOG00000013994	107
ENSRNOG00000015036	184
ENSRNOG00000015321	530
ENSRNOG00000015670	504
ENSRNOG00000026096	1
ENSRNOG00000056705	0
ENSRNOG00000048934	0
ENSRNOG00000030414	1
ENSRNOG00000039872	0
ENSRNOG00000048072	0
ENSRNOG00000052726	0
ENSRNOG00000048265	0
ENSRNOG00000046903	0
ENSRNOG00000045914	0
ENSRNOG00000047825	0
ENSRNOG00000046302	0
ENSRNOG00000016095	0
ENSRNOG00000016089	0
ENSRNOG00000039869	0
ENSRNOG00000029877	0
ENSRNOG00000025982	0
ENSRNOG00000025951	0
ENSRNOG00000016073	0
ENSRNOG00000016219	3
ENSRNOG00000039865	0
ENSRNOG00000016371	258
ENSRNOG00000060376	5
ENSRNOG00000016411	1149
ENSRNOG00000057952	4
ENSRNOG00000061678	0
ENSRNOG00000054517	3
ENSRNOG00000016627	116
ENSRNOG00000048248	1
ENSRNOG00000016700	0
ENSRNOG00000011114	768
ENSRNOG00000011161	169
ENSRNOG00000051597	0
ENSRNOG00000057722	0
ENSRNOG00000011815	721
ENSRNOG00000059690	0
ENSRNOG00000051379	0
ENSRNOG00000059251	0
ENSRNOG00000061761	0
ENSRNOG00000056881	0
ENSRNOG00000055637	0
ENSRNOG00000058047	4
ENSRNOG00000052999	14
ENSRNOG00000048976	10
ENSRNOG00000048796	0
ENSRNOG00000054246	16
ENSRNOG00000012122	525
ENSRNOG00000062105	0
ENSRNOG00000062163	0
ENSRNOG00000062138	0
ENSRNOG00000012609	4
ENSRNOG00000058582	2
ENSRNOG00000029608	325
ENSRNOG00000052712	0
ENSRNOG00000057890	1
ENSRNOG00000056670	0
ENSRNOG00000013323	161
ENSRNOG00000021478	223
ENSRNOG00000021442	74
ENSRNOG00000013364	152
ENSRNOG00000014004	1466
ENSRNOG00000014190	224
ENSRNOG00000014240	60
ENSRNOG00000042944	1
ENSRNOG00000060033	0
ENSRNOG00000050157	0
ENSRNOG00000056383	0
ENSRNOG00000061372	0
ENSRNOG00000056484	16
ENSRNOG00000011568	230
ENSRNOG00000011588	911
ENSRNOG00000011622	706
ENSRNOG00000054753	0
ENSRNOG00000042309	2436
ENSRNOG00000012324	1601
ENSRNOG00000061741	15
ENSRNOG00000054845	0
ENSRNOG00000023407	16
ENSRNOG00000023387	0
ENSRNOG00000012581	0
ENSRNOG00000039788	0
ENSRNOG00000051400	0
ENSRNOG00000039783	35
ENSRNOG00000028357	62
ENSRNOG00000012775	463
ENSRNOG00000013331	5466
ENSRNOG00000014485	586
ENSRNOG00000014721	1
ENSRNOG00000039776	984
ENSRNOG00000015159	9
ENSRNOG00000015465	18
ENSRNOG00000028261	2628
ENSRNOG00000039743	1
ENSRNOG00000060926	0
ENSRNOG00000015676	794
ENSRNOG00000015810	31
ENSRNOG00000051415	0
ENSRNOG00000016103	306
ENSRNOG00000016372	115
ENSRNOG00000056712	1
